ticker,name,category,display,technical_score,technical_tier,technical_score_weekly,technical_tier_weekly,fundamental_score,fundamental_tag,price,sma50,sma150,sma200,volume_financeiro,vcp,vcp_conf,wedge_or_trend,wedge_or_trend_conf,wedge,wedge_conf,cup_handle,cup_handle_conf,double_bottom,double_bottom_conf,pre_breakout,breakout,breakout_vol_ratio,breakout_resistance,vcp_weekly,wedge_or_trend_weekly,wedge_weekly,cup_handle_weekly,double_bottom_weekly,pre_breakout_weekly,breakout_weekly,roe,pl,pvp,rank
COTY34,COTY34,BDR,COTY (BDR: COTY34),3.1,C,0.5,C,1.0,Fraco,2.47,2.28,3.01,3.36,14697241.17,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,False,False,0.63,2.71,False,False,False,False,False,False,False,-13.938,999.0,0.70310277,1057
F2RS34,F2RS34,BDR,FRSH (BDR: F2RS34),3.1,C,0.5,C,4.0,Forte,8.83,8.28,10.15,10.87,80989642.3,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,False,False,1.05,9.4,False,False,False,False,False,False,False,17.32,14.4754095,2.41653,1058
C2RS34,C2RS34,BDR,CRSP (BDR: C2RS34),3.1,C,0.5,C,2.0,Fraco,54.83,52.21,55.63,56.2,94877835.17,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,False,False,0.82,59.39,False,False,False,False,False,False,False,-31.206,999.0,2.9124615,1059
DUOL34,DUOL34,BDR,DUOL (BDR: DUOL34),3.1,C,0.5,C,5.0,Forte,107.99,100.41,164.86,203.55,209317012.86,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,False,False,0.76,115.93,False,False,False,False,False,False,False,36.960998000000004,12.355835,3.6346807,1060
DHER34,DHER34,BDR,DHR (BDR: DHER34),3.1,C,0.5,C,3.0,OK,171.16,189.26,210.54,207.63,1000601381.41,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,False,False,1.16,200.5,False,False,False,False,False,False,False,7.08,33.23495,2.287685,1061
B2YN34,B2YN34,BDR,BYND (BDR: B2YN34),3.1,C,2.1,C,0.0,Fraco,0.83,0.79,1.04,1.45,64544338.93,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,False,False,0.9,1.4,False,False,False,False,True,False,False,0.0,999.0,-416.55,1062
L1DO34,L1DO34,BDR,LDOS (BDR: L1DO34),3.1,C,2.1,C,3.0,OK,130.11,158.56,177.84,177.73,197220738.93,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,False,False,1.16,160.79,False,False,False,False,True,False,False,30.579,11.903934,3.264666,1063
CRIP34,CRIP34,BDR,TCOM (BDR: CRIP34),3.1,C,0.5,C,5.0,Forte,52.68,52.24,62.71,64.22,116264760.67,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,False,False,0.94,55.7,False,False,False,False,False,False,False,21.125,7.5257144,1.3834697,1064
BITO39,ISHARES CORE S&P TOTAL US STOCK MARKET ETF,BDR,BITO (BDR: BITO39),3.0,C,0.5,C,0.0,Fraco,10.96,10.0,11.86,12.92,1262274164.39,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.03,11.23,False,False,False,False,False,False,False,0.0,999.0,999.0,1065
ICLR34,ICLR34,BDR,ICLR (BDR: ICLR34),3.0,C,0.5,C,3.0,OK,124.49,108.81,149.32,155.47,84802586.54,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.38,129.73,False,False,False,False,False,False,False,6.274,16.777628,1.0183398,1066
A1UT34,A1UT34,BDR,ADSK (BDR: A1UT34),3.0,C,0.5,C,4.0,Forte,244.5,243.08,270.02,279.21,427337100.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.97,255.14,False,False,False,False,False,False,False,39.675,46.749523,17.022905,1067
D2TC34,D2TC34,BDR,DT (BDR: D2TC34),3.0,C,0.5,C,2.0,Fraco,40.7,37.05,41.32,43.37,214879724.03,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.02,41.0,False,False,False,False,False,False,False,6.961,67.83333,4.4350004,1068
KDOL11,KDOL11,ETF,KDOL11,3.0,C,0.5,C,0.0,Fraco,84.4,87.23,89.45,89.38,382922.81,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,6.52,87.8,False,False,False,False,False,False,False,0.0,999.0,999.0,1069
BITH11,BITH11,ETF,BITH11,3.0,C,0.5,C,0.0,Fraco,88.7,84.01,104.33,113.78,12209377.18,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.41,91.37,False,False,False,False,False,False,False,0.0,999.0,999.0,1070
QBTC11,QBTC11,ETF,QBTC11,3.0,C,0.5,C,0.0,Fraco,24.05,22.52,27.95,30.39,1949204.34,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.67,24.61,False,False,False,False,False,False,False,0.0,999.0,999.0,1071
SOLH11,SOLH11,ETF,SOLH11,3.0,C,0.5,C,0.0,Fraco,12.64,12.37,18.65,21.51,1024535.23,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,True,1.83,12.62,False,False,False,False,False,False,False,0.0,999.0,999.0,1072
P2AT34,P2AT34,BDR,PATH (BDR: P2AT34),3.0,C,0.5,C,3.0,OK,10.79,10.97,13.55,13.05,267177663.06,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.92,11.27,False,False,False,False,False,False,False,14.374,20.75,2.782362,1073
COIN11,COIN11,ETF,COIN11,3.0,C,0.5,C,0.0,Fraco,48.0,45.61,55.59,60.12,2271168.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.78,49.56,False,False,False,False,False,False,False,0.0,999.0,999.0,1074
BOXP34,BOXP34,BDR,BXP (BDR: BOXP34),3.0,C,0.5,C,2.0,Fraco,59.43,54.68,62.92,64.41,109143195.56,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.93,60.64,False,False,False,False,False,False,False,5.525,29.86432,1.8303611,1075
Z2SC34,Z2SC34,BDR,ZS (BDR: Z2SC34),3.0,C,0.5,C,2.0,Fraco,152.13,142.7,212.93,230.18,535284635.18,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.53,153.46,False,False,False,False,False,False,False,-3.556,999.0,11.123867,1076
R2PD34,R2PD34,BDR,RPD (BDR: R2PD34),3.0,C,0.5,C,2.0,Fraco,6.9,6.08,11.57,13.75,15981090.22,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.07,7.04,False,False,False,False,False,False,False,19.698,19.714287,2.9361703,1077
D2OC34,D2OC34,BDR,DOCS (BDR: D2OC34),3.0,C,0.5,C,3.0,OK,25.98,24.3,39.97,46.69,53913695.05,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.72,26.45,False,False,False,False,False,False,False,23.815,21.831932,4.907442,1078
C1PR34,C1PR34,BDR,CPRT (BDR: C1PR34),3.0,C,0.5,C,2.0,Fraco,33.94,34.06,38.37,40.52,234908912.5,False,0.0,False,0.0,False,0.0,False,0.0,True,0.5,True,False,1.07,34.52,False,False,False,False,False,False,False,17.129,21.345911,3.3398936,1079
A1IV34,A1IV34,BDR,AIV (BDR: A1IV34),3.0,C,0.5,C,0.0,Fraco,4.24,4.18,4.25,4.25,6260783.66,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.17,4.32,False,False,False,False,False,False,False,9.6499994,22.315788,1.6421378,1080
A2RE34,A2RE34,BDR,ARES (BDR: A2RE34),3.0,C,0.5,C,2.0,Fraco,126.25,110.68,137.06,146.68,506754875.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.23,125.5,False,False,False,False,False,False,False,14.182,74.2647,9.9527,1081
V2RN34,V2RN34,BDR,VRNS (BDR: V2RN34),3.0,C,0.5,C,1.0,Fraco,28.53,23.99,32.58,38.69,67676014.63,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.65,29.72,False,False,False,False,False,False,False,-31.755,999.0,5.6018066,1082
WEB311,WEB311,ETF,WEB311,3.0,C,0.5,C,0.0,Fraco,15.47,15.34,22.92,27.56,79206.4,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,2.3,16.0,False,False,False,False,False,False,False,0.0,999.0,999.0,1083
R1JF34,R1JF34,BDR,RJF (BDR: R1JF34),3.0,C,0.5,C,5.0,Forte,154.33,149.64,157.84,159.96,208561564.47,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.09,161.08,False,False,False,False,False,False,False,17.288999999999998,14.573182,2.3903413,1084
F2IC34,F2IC34,BDR,FICO (BDR: F2IC34),3.0,C,0.5,C,2.0,Fraco,1126.0,1121.97,1458.46,1461.12,355140400.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.88,1133.65,False,False,False,False,False,False,False,0.0,35.71202,-14.798265,1085
DEOP34,DEOP34,BDR,DEO (BDR: DEOP34),3.0,C,0.5,C,3.0,OK,84.3,78.23,86.81,90.42,112616374.08,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.93,85.5,False,False,False,False,False,False,False,19.716998999999998,19.51389,72.7591,1086
T1OW34,T1OW34,BDR,AMT (BDR: T1OW34),3.0,C,0.5,C,3.0,OK,176.53,178.34,178.06,182.87,619655601.72,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.31,184.11,False,False,False,False,False,False,False,29.952,28.472582,23.353619,1087
M1AA34,M1AA34,BDR,MAA (BDR: M1AA34),3.0,C,0.5,C,2.0,Fraco,129.31,126.05,129.34,131.36,99180768.13,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.71,132.67,False,False,False,False,False,False,False,6.711,39.18485,2.668882,1088
P1YC34,P1YC34,BDR,PAYC (BDR: P1YC34),3.0,C,0.5,C,5.0,Forte,136.87,126.27,149.58,167.63,162875294.19,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.24,138.75,False,False,False,False,False,False,False,37.147000000000006,15.841434,4.2290816,1089
BITB39,ISHARES U.S. HOME CONSTRUCTION ETF,BDR,BITB (BDR: BITB39),3.0,C,0.5,C,0.0,Fraco,43.54,39.6,46.6,50.55,29154384.61,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.51,44.55,False,False,False,False,False,False,False,0.0,999.0,999.0,1090
P2TC34,P2TC34,BDR,PTC (BDR: P2TC34),3.0,C,1.8,C,5.0,Forte,146.65,145.64,165.91,176.45,179778227.52,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.7,153.98,False,False,False,False,True,False,False,34.4,14.087416,4.537578,1091
BEEM39,ISHARES MSCI EMERGING MARKETS ETF,BDR,BEEM (BDR: BEEM39),2.8,C,0.5,C,2.0,Fraco,1.86,1.6,1.89,2.06,927024.01,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,False,False,0.85,2.03,False,False,False,False,False,False,False,-81.663,999.0,1.4318707,1092
SUZB3,SUZANO S.A.,BR_STOCK,SUZB3,2.8,C,2.1,C,0.0,Fraco,43.7,50.22,49.82,50.08,152578552.66,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,False,False,0.49,48.74,False,False,False,False,True,False,False,0.0,0.0,0.0,1093
TGAR11,TGAR11,ETF,TGAR11,2.8,C,0.5,C,0.0,Fraco,64.9,71.75,79.17,78.98,7218243.07,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,False,False,0.84,71.56,False,False,False,False,False,False,False,0.0,999.0,999.0,1094
B1MR34,B1MR34,BDR,BMRN (BDR: B1MR34),2.8,C,0.5,C,2.0,Fraco,54.06,56.09,56.06,56.27,106627946.71,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,False,False,1.01,57.44,False,False,False,False,False,False,False,4.4770002,38.892086,1.6819117,1095
VLID3,VALID SOLUÇÕES S.A.,BR_STOCK,VLID3,2.8,C,0.5,C,0.0,Fraco,18.75,20.27,20.69,20.49,17842500.0,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,False,False,2.75,21.15,False,False,False,False,False,False,False,0.0,0.0,0.0,1096
CACR11,CACR11,ETF,CACR11,2.8,C,0.5,C,1.0,Fraco,32.7,75.72,73.82,74.08,7706507.28,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,False,False,1.76,82.0,False,False,False,False,False,False,False,0.0,3.5894623,999.0,1097
PMAM3,PARANAPANEMA S.A.,BR_STOCK,PMAM3,2.8,C,0.5,C,0.0,Fraco,0.59,0.55,0.76,0.95,1410925.94,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,False,False,1.01,0.66,False,False,False,False,False,False,False,0.0,0.0,0.0,1098
U1HS34,U1HS34,BDR,UHS (BDR: U1HS34),2.8,C,2.1,C,5.0,Forte,169.96,183.09,206.66,200.32,181262347.16,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,False,False,0.88,189.09,False,False,False,False,True,False,False,21.369,7.096451,1.3782926,1099
T1DG34,T1DG34,BDR,TDG (BDR: T1DG34),2.8,C,0.5,C,2.0,Fraco,1215.08,1212.69,1291.33,1301.76,345325723.51,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,False,False,0.68,1303.06,False,False,False,False,False,False,False,0.0,37.876556,-7.392481,1100
MYPK3,IOCHPE MAXION S.A.,BR_STOCK,MYPK3,2.8,C,1.8,C,0.0,Fraco,9.74,9.61,10.17,10.97,14254489.67,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,False,False,1.4,10.6,False,False,False,False,True,False,False,0.0,0.0,0.0,1101
VSTE3,VESTE S.A. ESTILO,BR_STOCK,VSTE3,2.8,C,0.5,C,1.0,Fraco,3.83,3.6,4.01,4.41,78132.0,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,False,False,1.27,4.0,False,False,False,False,False,False,False,0.0,18.238096,0.41098827,1102
A2FY34,A2FY34,BDR,AFYA (BDR: A2FY34),2.8,C,0.5,C,5.0,Forte,13.93,14.34,14.16,14.24,770329.02,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,False,False,0.74,16.16,False,False,False,False,False,False,False,16.756999999999998,8.341318,1.2869549,1103
GEHC34,GEHC34,BDR,GEHC (BDR: GEHC34),2.8,C,2.1,C,4.0,Forte,63.47,70.84,76.63,76.03,530374371.2,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,False,False,1.0,75.95,False,False,False,False,True,False,False,19.462,15.220624,2.78695,1104
C1OO34,C1OO34,BDR,COO (BDR: C1OO34),2.8,C,0.5,C,3.0,OK,60.0,70.11,75.21,73.88,129054000.0,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,False,False,0.88,72.63,False,False,False,False,False,False,False,4.868,29.850746,1.3996128,1105
T2YL34,T2YL34,BDR,TYL (BDR: T2YL34),2.62,C,0.5,C,3.0,OK,324.58,341.94,408.19,445.19,101463703.8,False,0.0,False,0.0,False,0.0,True,0.85,False,0.0,False,False,0.57,366.63,False,False,False,False,False,False,False,8.930001,44.83149,3.7798996,1106
G1PI34,G1PI34,BDR,GPN (BDR: G1PI34),2.62,C,0.5,C,2.0,Fraco,69.19,70.18,75.31,77.6,246316408.69,False,0.0,False,0.0,False,0.0,True,0.85,False,0.0,False,False,0.9,74.61,False,False,False,False,False,False,False,2.935,28.709543,0.7950589,1107
U1LT34,U1LT34,BDR,ULTA (BDR: U1LT34),2.5,C,0.5,C,3.0,OK,521.58,558.17,582.89,567.99,247385402.11,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,False,0.72,578.63,False,False,False,False,False,False,False,43.595,20.329308,8.218197,1108
ABBV34,ABBV34,BDR,ABBV (BDR: ABBV34),2.5,C,0.5,C,1.0,Fraco,201.55,211.18,218.7,215.19,990698885.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,False,0.69,214.87,False,False,False,False,False,False,False,0.0,98.79903,-108.945946,1109
VIVA3,VIVARA PARTICIPAÇOES S.A,BR_STOCK,VIVA3,2.5,C,0.5,C,0.0,Fraco,24.77,27.24,29.35,28.76,258727608.78,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,False,4.53,28.79,False,False,False,False,False,False,False,0.0,0.0,0.0,1110
M1SI34,M1SI34,BDR,MSI (BDR: M1SI34),2.5,C,0.5,C,2.0,Fraco,383.99,447.73,418.88,428.46,1190868156.71,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,False,3.34,450.0,False,False,False,False,False,False,False,99.289,30.966936,26.401953,1111
ARRI11,ARRI11,ETF,ARRI11,2.5,C,0.5,C,1.0,Fraco,4.96,6.32,6.23,6.17,1034016.17,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,False,3.24,6.27,False,False,False,False,False,False,False,0.0,5.0612245,999.0,1112
COPN11,COPN11,ETF,COPN11,2.5,C,0.5,C,0.0,Fraco,45.05,45.52,44.0,46.35,517804.69,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,False,2.35,49.16,False,False,False,False,False,False,False,0.0,999.0,999.0,1113
MMMC34,MMMC34,BDR,MMM (BDR: MMMC34),2.5,C,0.5,C,2.0,Fraco,143.29,148.63,158.31,156.86,367510174.78,False,0.0,False,0.0,False,0.0,False,0.0,True,0.5,False,False,0.65,158.14,False,False,False,False,False,False,False,71.458,27.608862,22.904411,1114
S2HO34,S2HO34,BDR,SHOP (BDR: S2HO34),2.5,C,0.5,C,2.0,Fraco,110.41,121.8,141.68,141.67,1600393003.08,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,False,1.07,137.3,False,False,False,False,False,False,False,11.311,108.338234,10.694377,1115
BAER39,ISHARES US AEROSPACE & DEFENSE ETF,BDR,BAER (BDR: BAER39),2.5,C,0.5,C,0.0,Fraco,1.69,2.08,2.08,2.04,1082783.04,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,False,0.99,2.32,False,False,False,False,False,False,False,-31.619000000000003,999.0,-0.24581818,1116
AGRO3,BRASILAGRO - CIA BRAS DE PROP AGRICOLAS,BR_STOCK,AGRO3,2.5,C,0.5,C,2.0,Fraco,19.06,20.64,20.24,20.12,3446047.9,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,False,0.51,21.1,False,False,False,False,False,False,False,-0.074,999.0,0.87187225,1117
SCAR3,SAO CARLOS EMPREEND E PARTICIPACOES S.A.,BR_STOCK,SCAR3,2.5,C,0.5,C,1.0,Fraco,14.5,14.57,14.98,14.9,2404100.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,False,2.58,15.54,False,False,False,False,False,False,False,-3.692,999.0,0.77643913,1118
C1CO34,C1CO34,BDR,COR (BDR: C1CO34),2.5,C,0.5,C,3.0,OK,261.08,324.16,338.47,327.17,699407176.03,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,False,1.17,327.99,False,False,False,False,False,False,False,107.13401,20.006128,14.950466,1119
SYNE3,SYN PROP E TECH S.A.,BR_STOCK,SYNE3,2.5,C,0.5,C,0.0,Fraco,3.88,4.34,4.63,4.54,1316484.04,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,False,0.75,4.28,False,False,False,False,False,False,False,0.0,0.0,0.0,1120
EXGR34,EXGR34,BDR,EXPE (BDR: EXGR34),2.5,C,0.5,C,2.0,Fraco,229.98,239.64,246.24,236.41,963363204.1,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,False,2.82,279.76,False,False,False,False,False,False,False,71.494,20.298323,47.9125,1121
DOLX11,DOLX11,ETF,DOLX11,2.5,C,0.5,C,0.0,Fraco,44.95,46.74,47.27,,112824.5,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,False,0.1,47.91,False,False,False,False,False,False,False,0.0,999.0,999.0,1122
COGN3,COGNA EDUCAÇÃO S.A.,BR_STOCK,COGN3,2.5,C,0.5,C,0.0,Fraco,2.82,3.07,3.26,3.08,93332973.79,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,False,0.98,3.37,False,False,False,False,False,False,False,0.0,0.0,0.0,1123
LREN3,LOJAS RENNER S.A.,BR_STOCK,LREN3,2.5,C,0.5,C,0.0,Fraco,14.35,14.88,14.44,14.75,392334750.43,False,0.0,False,0.0,False,0.0,False,0.0,True,0.5,False,False,1.73,16.22,False,False,False,False,False,False,False,0.0,0.0,0.0,1124
MRVE3,MRV ENGENHARIA E PARTICIPACOES S.A.,BR_STOCK,MRVE3,2.5,C,1.8,C,0.0,Fraco,6.69,7.96,8.0,7.78,64285548.55,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,False,1.07,8.14,False,False,False,False,True,False,False,0.0,0.0,0.0,1125
SANB4,BCO SANTANDER (BRASIL) S.A.,BR_STOCK,SANB4,2.5,C,0.5,C,3.0,OK,14.6,15.42,15.93,15.35,1151940.03,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,False,0.62,16.33,False,False,False,False,False,False,False,0.0,8.902439,0.43571687,1126
N2ET34,N2ET34,BDR,NET (BDR: N2ET34),2.5,C,0.5,C,1.0,Fraco,196.13,206.48,202.36,204.16,3705366504.25,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,False,4.62,258.88,False,False,False,False,False,False,False,-5.876,999.0,47.294434,1127
LOWC34,LOWC34,BDR,LOW (BDR: LOWC34),2.5,C,0.5,C,2.0,Fraco,229.2,240.18,246.65,247.3,400251954.67,False,0.0,False,0.0,False,0.0,False,0.0,True,0.5,False,False,0.66,255.87,False,False,False,False,False,False,False,0.0,19.341772,-12.966001,1128
W1MC34,W1MC34,BDR,WM (BDR: W1MC34),2.5,C,1.8,C,3.0,OK,215.37,231.15,221.57,221.74,566229254.16,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,False,1.37,235.62,False,False,False,False,True,False,False,29.936,31.167873,8.686727,1129
CAPH34,CAPH34,BDR,CPRI (BDR: CAPH34),2.5,C,0.5,C,0.0,Fraco,18.53,19.03,21.72,21.4,41470141.54,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,False,0.83,21.71,False,False,False,False,False,False,False,-195.589,999.0,21.032919,1130
RDOR3,REDE DOR SÃO LUIZ S.A.,BR_STOCK,RDOR3,2.5,C,0.5,C,0.0,Fraco,38.31,38.94,40.18,38.64,351019218.58,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,False,1.18,43.39,False,False,False,False,False,False,False,0.0,0.0,0.0,1131
BPAC3,BCO BTG PACTUAL S.A.,BR_STOCK,BPAC3,2.5,C,0.5,C,4.0,Forte,25.82,33.37,33.37,30.85,191068.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,False,0.65,30.0,False,False,False,False,False,False,False,23.868000000000002,18.442858,1.7759131,1132
RCSL4,RECRUSUL S.A.,BR_STOCK,RCSL4,2.5,C,0.5,C,0.0,Fraco,0.52,0.97,1.1,0.9,2304379.92,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,False,1.07,0.93,False,False,False,False,False,False,False,0.0,0.0,0.0,1133
CYRE4,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,BR_STOCK,CYRE4,2.5,C,0.5,C,4.0,Forte,20.48,25.0,25.83,,4399103.9,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,False,0.25,25.97,False,False,False,False,False,False,False,22.374001,999.0,0.7335243,1134
MNPR3,MINUPAR PARTICIPACOES S.A.,BR_STOCK,MNPR3,2.5,C,0.5,C,3.0,OK,3.91,4.12,4.27,4.01,82501.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,False,0.88,4.72,False,False,False,False,False,False,False,0.0,0.54381084,1.4649682,1135
TMOS34,TMOS34,BDR,TMO (BDR: TMOS34),2.5,C,0.5,C,3.0,OK,465.0,490.64,542.89,527.07,1816104000.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,False,1.91,538.41,False,False,False,False,False,False,False,13.523,25.577557,3.2756631,1136
I2NG34,I2NG34,BDR,INGR (BDR: I2NG34),2.5,C,1.8,C,3.0,OK,107.39,111.85,112.33,115.19,75280389.57,False,0.0,False,0.0,False,0.0,True,0.8,False,0.0,False,False,0.83,116.48,False,False,False,False,True,False,False,16.193001000000002,10.325962,1.543603,1137
PTBL3,PBG S/A,BR_STOCK,PTBL3,2.4,C,0.5,C,1.0,Fraco,2.16,2.75,3.24,3.41,381240.02,False,0.0,False,0.0,False,0.0,False,0.0,True,0.95,False,False,0.53,2.71,False,False,False,False,False,False,False,-146.734,999.0,11.489363,1138
B1RF34,B1RF34,BDR,BR (BDR: B1RF34),2.4,C,0.5,C,4.0,Forte,149.5,166.31,198.62,211.11,246704900.0,False,0.0,False,0.0,False,0.0,False,0.0,True,0.95,False,False,1.27,165.18,False,False,False,False,False,False,False,42.314,16.006424,6.136354,1139
F1MC34,F1MC34,BDR,FMC (BDR: F1MC34),2.1,C,2.1,C,0.0,Fraco,13.4,15.35,16.58,21.56,51687818.53,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,False,False,1.22,18.29,False,False,False,False,True,False,False,-78.36799599999999,999.0,0.8081539,1140
T1RI34,T1RI34,BDR,TRIP (BDR: T1RI34),2.1,C,0.5,C,0.0,Fraco,10.45,10.56,13.02,14.12,36890589.33,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,False,False,1.26,11.85,False,False,False,False,False,False,False,2.937,95.0,1.8544809,1141
M1CB34,M1CB34,BDR,TAP (BDR: M1CB34),2.1,C,0.5,C,3.0,OK,42.41,43.71,45.71,46.23,146551995.47,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,False,False,0.88,45.52,False,False,False,False,False,False,False,-18.080999000000002,999.0,0.79096574,1142
RAPT4,RANDONCORP S.A.,BR_STOCK,RAPT4,2.1,C,0.5,C,0.0,Fraco,5.45,5.51,5.91,6.12,23322184.18,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,False,False,1.26,5.77,False,False,False,False,False,False,False,0.0,0.0,0.0,1143
L1UL34,L1UL34,BDR,LULU (BDR: L1UL34),2.1,C,0.5,C,4.0,Forte,131.18,156.54,174.93,178.41,272736322.77,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,False,False,0.61,170.2,False,False,False,False,False,False,False,34.013,9.89291,3.079921,1144
D1XC34,D1XC34,BDR,DXC (BDR: D1XC34),2.1,C,0.5,C,0.0,Fraco,9.43,12.15,13.33,13.47,156801102.07,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,False,False,3.98,13.54,False,False,False,False,False,False,False,0.836,94.3,0.50983995,1145
AZTE3,AZEVEDO & TRAVASSOS ENERGIA S.A.,BR_STOCK,AZTE3,2.1,C,0.5,C,0.0,Fraco,0.29,0.33,0.37,0.4,461505.99,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,False,False,1.21,0.45,False,False,False,False,False,False,False,0.0,0.0,0.0,1146
C1DW34,C1DW34,BDR,CDW (BDR: C1DW34),2.1,C,0.5,C,4.0,Forte,104.79,125.2,134.82,142.28,281549774.46,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,False,False,1.21,143.64,False,False,False,False,False,False,False,44.157000000000004,12.763702,5.248948,1147
L1EN34,L1EN34,BDR,LEN (BDR: L1EN34),2.1,C,2.1,C,2.0,Fraco,88.38,92.72,109.07,113.35,132720241.88,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,False,False,0.64,97.42,False,False,False,False,True,False,False,8.076,12.716547,0.9949005,1148
P2EG34,P2EG34,BDR,PEGA (BDR: P2EG34),2.1,C,0.5,C,3.0,OK,35.98,41.25,50.13,51.6,58373951.26,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,False,False,0.76,44.91,False,False,False,False,False,False,False,51.744,19.445946,8.6002865,1149
